"SYMBOL 
","SERIES 
","BOND TYPE 
","COUPON RATE 
","FACE VALUE 
","LTP 
","%CHNG 
","VOLUME 
(Shares)","VALUE 
 (₹ Crores)"," 
","CREDIT RATING 
","MATURITY DATE 
"
"817TFSIL27","N3",,"-","-","-","-","-","-",,,"-"
"910TIAPL26","N0",,"-","-","-","-","-","-",,,"-"
"797ABCL28","N9",,"-","-","-","-","-","-",,,"-"
"925SCL28A","NS",,"-","-","-","-","-","-",,,"-"
"77IGT28","NE","Regular","7.70","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2028"
"627PFCL27","N0",,"-","-","-","-","-","-",,,"-"
"749IGT28","NG","Regular","7.49","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2028"
"652RL28","N0",,"-","-","-","-","-","-",,,"-"
"SCL19325","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2027"
"765TML28","N0",,"-","-","-","-","-","-",,,"-"
"807NIIF29","N3",,"-","-","-","-","-","-",,,"-"
"925SCL27A","N1","Regular","9.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2027"
"725SIHF28","N0",,"-","-","-","-","-","-",,,"-"
"820KSFP36","N0",,"-","-","-","-","-","-",,,"-"
"IIFL21425","NY",,"-","-","-","-","-","-",,,"-"
"865HHFL30","N0",,"-","-","-","-","-","-",,,"-"
"12VCCL29","N0",,"-","-","96,500.00","-","-","-",,,"-"
"852MFL28A","N0",,"-","-","-","-","-","-",,,"-"
"925SCL26E","N1","Regular","9.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"735NHAI31","N9","Regular","7.35","1,000.00","1,108.40","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","11-Jan-2031"
"851HUDCO28","NB","Regular","-","-","1,139.10","-","-","-",,,"25-Oct-2028"
"86CIFC29","NN","Regular","8.60","1,000.00","1,014.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2029"
"863IRFC29","NC","Regular","8.63","1,000.00","1,120.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","26-Mar-2029"
"0MOFSL26","N1","Regular","-","1,000.00","1,094.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2026"
"1102NFL26","N8","Regular","11.02","1,000.00","1,005.00","-","-","-",,"CRISIL A Stable","18-Jul-2026"
"719HUDCO28","N7","Regular","7.19","1,000.00","1,055.00","-","-","-",,"CARE AA+ / IND AA+","28-Mar-2028"
"840IRFC29","N8","Regular","8.40","1,000.00","1,122.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","18-Feb-2029"
"873NTPC28","N5","Regular","8.73","1,000.00","1,140.00","-","-","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2028"
"889SCL26","NS",,"-","-","1,030.65","-","-","-",,,"-"
"9TCAP28","N9",,"-","-","1,100.00","-","-","-",,,"-"
"889SCFL27","YC",,"-","-","920.51","-","-","-",,,"-"
"CIFCZC28A","N5","Regular","-","1,000.00","1,166.80","-","-","-",,"ICRA AA+","04-May-2028"
"1015SCL28","NR",,"-","-","935.00","-","-","-",,,"-"
"AEL120924A","N5","Regular","-","1,000.00","1,080.00","-","-","-",,"CARE A+","12-Sep-2027"
"863NHB29","N2","Regular","8.63","5,000.00","5,653.30","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","13-Jan-2029"
"0SCL27","YW",,"-","-","1,101.70","-","-","-",,,"-"
"930SFL28","YP","Regular","9.30","1,000.00","1,050.00","-","-","-",,"CRISIL AA+ STABLE /  IND AA+ STABLE","02-Nov-2028"
"93MOFSL34","N6","Regular","9.30","1,000.00","1,060.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2034"
"CIFC26A","N9","Regular","-","1,000.00","1,120.30","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Sep-2026"
"1075SCL33","YK",,"-","-","1,020.00","-","-","-",,,"-"
"704IRFC28","N6","Regular","7.04","1,000.00","1,083.10","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","23-Mar-2028"
"743REC35","NH","Regular","-","-","1,170.00","-","-","-",,,"05-Nov-2035"
"85IFL26","NX","Regular","8.50","1,000.00","1,046.51","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2026"
"1025IIFL30","Y3","Regular","10.25","1,000.00","1,035.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable ","21-Apr-2030"
"925SCL26G","N0",,"-","-","1,04,985.00","-","-","-",,,"-"
"925SCL25A","NH",,"-","-","988.00","-","-","-",,,"-"
"12VCCL27A","N0",,"-","-","99,100.00","-","-","-",,,"-"
"SCLZC26E","NP",,"-","-","1,128.16","-","-","-",,,"-"
"893NHB29","N6","Regular","8.93","5,000.00","5,635.06","-0.01","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2029"
"SCL19325A","N1","Regular","-","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2027"
"985SFIL28","NO",,"-","-","587.64","-","-","-",,,"-"
"1015SCL29T","N1","Regular","10.15","1,000.00","994.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2029"
"830ABCL26","NJ",,"-","-","-","-","-","-",,,"-"
"875TCAPS29","NB",,"-","-","-","-","-","-",,,"-"
"91PFL27","N0",,"-","-","-","-","-","-",,,"-"
"750TCSL28","N0",,"-","-","-","-","-","-",,,"-"
"SCLZC25E","Y4",,"-","-","-","-","-","-",,,"-"
"758RECL29","NQ",,"-","-","-","-","-","-",,,"-"
"704NHAI26","NB","Regular","7.04","1,000.00","2,032.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","09-Mar-2026"
"727TCHFL28","N0",,"-","-","-","-","-","-",,,"-"
"708TML28A","N0",,"-","-","-","-","-","-",,,"-"
"971SCL30","N1","Regular","9.71","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2030"
"SCL271224B","N1","Regular","-","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"718SFL28","N0",,"-","-","-","-","-","-",,,"-"
"79ABCL28","NA",,"-","-","-","-","-","-",,,"-"
"637RECL27","N0",,"-","-","-","-","-","-",,,"-"
"888SCL25","NG",,"-","-","-","-","-","-",,,"-"
"820MFL30","N0",,"-","-","-","-","-","-",,,"-"
"819CIFL27","N0",,"-","-","-","-","-","-",,,"-"
"664PFCL30","N0",,"-","-","-","-","-","-",,,"-"
"902SCL26A","NM",,"-","-","-","-","-","-",,,"-"
"92LTF29","N4","Regular","9.20","1,000.00","-","-","-","-",,"FITCH AA+","13-Mar-2029"
"717TCHFL30","N0",,"-","-","-","-","-","-",,,"-"
"995ISF28","N0",,"-","-","-","-","-","-",,,"-"
"80208ABC30","ND",,"-","-","-","-","-","-",,,"-"
"980SCL35","N1","Regular","9.80","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2035"
"812ABCL28","NG",,"-","-","-","-","-","-",,,"-"
"667NBFID30","N0",,"-","-","-","-","-","-",,,"-"
"902SCL27","YU",,"-","-","-","-","-","-",,,"-"
"689NTPC35","N0",,"-","-","-","-","-","-",,,"-"
"835SCL23A","YH",,"-","-","-","-","-","-",,,"-"
"888SCL26X","N1","Regular","8.88","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"723LTFL28","N0",,"-","-","-","-","-","-",,,"-"
"8258TCL27","NF",,"-","-","-","-","-","-",,,"-"
"8034ABCL34","NE",,"-","-","-","-","-","-",,,"-"
"1025SCL34C","N1","Regular","10.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2034"
"IIFL21425A","Y1",,"-","-","-","-","-","-",,,"-"
"717IRFC35","N0",,"-","-","-","-","-","-",,,"-"
"IMC1","N2",,"-","-","251.06","-","-","-",,,"-"
"888SCL25E","N4",,"-","-","864.32","-","-","-",,,"-"
"965SCL26","YO",,"-","-","1,003.20","-","-","-",,,"-"
"1015SCFL29","YY",,"-","-","945.00","-","-","-",,,"-"
"850IIFL27","NA","Regular","8.50","1,000.00","1,020.70","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2027"
"704IRFC26","NL","Regular","7.04","1,000.00","1,100.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","22-Mar-2026"
"707IRFC25","NF","Regular","7.07","1,000.00","1,075.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2025"
"935MOFSL29","N5","Regular","9.35","1,000.00","1,030.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2029"
"IIFLZC26A","NR","Regular","-","1,000.00","1,208.00","-","-","-",,"CRISIL AA Stable / ICRA AA  Stable","24-Jan-2026"
"735PFCL35","N1","Regular","-","-","1,170.00","-","-","-",,,"17-Oct-2035"
"CIFC26","NK","Regular","-","1,000.00","1,107.60","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2026"
"875SCL23A","YI",,"-","-","999.00","-","-","-",,,"-"
"1003SFIL28","NX",,"-","-","581.01","-","-","-",,,"-"
"935TSI30","N0",,"-","-","1,02,764.00","-","-","-",,,"-"
"85PFL26A","N7","Regular","10.75","1,000.00","1,072.48","-","-","-",,"BWR AA STABLE / ACUITE AA STABLE","06-May-2029"
"960IIFLS26","N9","Regular","9.60","1,000.00","990.00","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2026"
"990CCSP27","N0",,"-","-","1,00,631.62","-","-","-",,,"-"
"865SCL26","N8",,"-","-","941.50","-","-","-",,,"-"
"12VCCL27","N0",,"-","-","95,000.00","-","-","-",,,"-"
"99SCL27V","N1","Regular","9.90","1,000.00","948.78","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"935TSI29","N0",,"-","-","1,02,081.49","-","-","-",,,"-"
"10IFSL26","N7","Regular","10.00","1,000.00","1,022.80","-","-","-",,"CRISIL A+/Stable","02-May-2026"
"855IREDA34","N3","Regular","8.55","1,000.00","1,245.72","-","-","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2034"
"855TCAPS27","N7",,"-","-","989.10","-","-","-",,,"-"
"1025SCL34Z","N1","Regular","10.25","1,000.00","921.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2034"
"1075SCL34C","N1","Regular","10.75","1,000.00","900.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2034"
"745TIL35","N0",,"-","-","-","-","-","-",,,"-"
"865CIF29","NV",,"-","-","-","-","-","-",,,"-"
"707LICH30","N0",,"-","-","-","-","-","-",,,"-"
"930PFL27A","N0",,"-","-","-","-","-","-",,,"-"
"115VCCL27","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL40","N0",,"-","-","-","-","-","-",,,"-"
"IHF261224A","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2029"
"94SCL27U","N1","Regular","9.40","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"12VCCL29C","N0",,"-","-","-","-","-","-",,,"-"
"884LTF29","N6","Regular","8.84","1,000.00","-","-","-","-",,"FITCH AA+","13-Mar-2029"
"1003SCL32","N1","Regular","10.00","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2032"
"1048IIFL27","N6",,"-","-","-","-","-","-",,,"-"
"9SCL26B","ND",,"-","-","-","-","-","-",,,"-"
"919PEL28","N0",,"-","-","-","-","-","-",,,"-"
"925SCL26A","YN",,"-","-","-","-","-","-",,,"-"
"985CCSP27","N0",,"-","-","-","-","-","-",,,"-"
"708IIFCL35","N0",,"-","-","-","-","-","-",,,"-"
"1050SCL31T","N1","Regular","10.50","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2031"
"930IIFL27","NX",,"-","-","-","-","-","-",,,"-"
"795IGT31","NI","Regular","7.95","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2031"
"AAFS29","N0",,"-","-","-","-","-","-",,,"-"
"770NABAR27","N4",,"-","-","-","-","-","-",,,"-"
"850TIAP28B","N0",,"-","-","-","-","-","-",,,"-"
"801ABCL28","NC",,"-","-","-","-","-","-",,,"-"
"925SCL29C","N1","Regular","9.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2029"
"686REC35","N0",,"-","-","-","-","-","-",,,"-"
"AAFS29B","N0",,"-","-","-","-","-","-",,,"-"
"704NBFID35","N0",,"-","-","-","-","-","-",,,"-"
"699SFL27","N0",,"-","-","-","-","-","-",,,"-"
"731SDIL40","N0",,"-","-","-","-","-","-",,,"-"
"747SIDBI29","N0",,"-","-","-","-","-","-",,,"-"
"850TIAPL28","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL34","N0",,"-","-","-","-","-","-",,,"-"
"771NIIF35","N0",,"-","-","-","-","-","-",,,"-"
"TCL26","NG",,"-","-","-","-","-","-",,,"-"
