"SYMBOL 
","SERIES 
","ISIN 
","FACE VALUE 
","OPEN 
","HIGH 
","LOW 
","LTP 
","PREV.CLOSE 
","%CHNG 
","VOLUME 
","VALUE 
 (₹ Crores)"
"92GS2030","GS","IN0020130053","100.00","116.50","116.50","116.30","116.30","116.50","-0.17",5650,"0.07"
"725GS2063","GS","IN0020230044","100.00","105.18","105.18","104.10","104.20","104.38","-0.17",91671,"0.96"
"654GS2032","GS","IN0020210244","100.00","102.50","102.50","102.50","102.50","102.70","-0.19",5000,"0.05"
"706GS2028","GS","IN0020230010","100.00","104.20","104.88","104.20","104.60","104.88","-0.27",8028,"0.08"
"364D310725","TB","IN002024Z180","100.00","99.87","99.87","99.60","99.60","99.90","-0.30",5000,"0.05"
"734GS2064","GS","IN0020240035","100.00","105.80","105.80","105.50","105.51","105.95","-0.42",6801,"0.07"
"754GS2036","GS","IN0020220029","100.00","109.80","110.00","109.55","109.65","110.11","-0.42",728876,"8.00"
"704GS2029","GS","IN0020240050","100.00","104.21","104.21","104.21","104.21","104.70","-0.47",100,"-"
"74GS2062","GS","IN0020220094","100.00","107.50","107.50","107.35","107.35","108.00","-0.60",8,"-"
"1018GS2026","GS","IN0020010081","100.00","108.30","108.30","107.65","107.65","108.50","-0.78",1908,"0.02"
"709GS2074","GS","IN0020240142","100.00","102.15","102.15","101.20","101.22","102.15","-0.91",3114,"0.03"
"718GS2033","GS","IN0020230085","100.00","107.00","107.00","107.00","107.00","108.00","-0.93",100,"-"
"702GS2027","GS","IN0020240043","100.00","102.31","102.31","102.31","102.31","103.40","-1.05",255,"-"
"719GS2060","GS","IN0020200039","100.00","104.00","104.00","104.00","104.00","105.79","-1.69",200,"-"
