"SYMBOL 
","SERIES 
","BOND TYPE 
","COUPON RATE 
","FACE VALUE 
","LTP 
","%CHNG 
","VOLUME 
(Shares)","VALUE 
 (₹ Crores)"," 
","CREDIT RATING 
","MATURITY DATE 
"
"965SCL26F","N1","Regular","9.65","1,000.00","1,050.00","0.96","6,258","0.65",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"76NHAI31","NA","Regular","7.60","1,000.00","1,116.00","0.36","2,799","0.31",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","11-Jan-2031"
"751HUDCO28","N5","Regular","7.51","1,000.00","1,075.00","-0.05","2,762","0.30",,"CARE AA+ / IND AA+","16-Feb-2028"
"871REC28","N9","Regular","8.71","1,000.00","1,135.60","-0.08","2,240","0.25",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","24-Sep-2028"
"888REC29","NF","Regular","8.88","1,000.00","1,159.79","-0.02","2,125","0.24",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2029"
"865IRFC29","NA","Regular","8.65","1,000.00","1,112.83","-0.64","2,091","0.23",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","18-Feb-2029"
"893NHB29","N6","Regular","8.93","5,000.00","5,630.51","-","383","0.22",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2029"
"888IRFC29","NE","Regular","8.88","1,000.00","1,131.20","-0.19","1,650","0.19",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","26-Mar-2029"
"875NHAI29","N6","Regular","8.75","1,000.00","1,142.60","-0.30","1,459","0.17",,"CRISIL AAA STABLE / CARE AAA / BWR AAA STABLE ","05-Feb-2029"
"760PFCL35","N3","Regular","-","-","1,220.00","0.49","1,071","0.13",,,"17-Oct-2035"
"10IIFL29","N6","Regular","10.00","1,000.00","1,000.00","1.01","1,302","0.13",,"CRISIL AA STABLE / ICRA AA STABLE / BWR AA+ STABLE","07-Feb-2029"
"935LTF29","N5","Regular","9.35","1,000.00","1,089.80","1.46","1,185","0.13",,"FITCH AA+","13-Mar-2029"
"879SCL26","NC",,"-","-","969.00","-0.04","1,254","0.12",,,"-"
"10IIFL28","N4","Regular","10.00","1,000.00","980.00","-8.58","1,111","0.11",,"CRISIL AA Stable / BWR AA+  Negative","03-Nov-2028"
"810IRFC27","N2","Regular","8.10","1,000.00","1,096.01","-0.03","1,001","0.11",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","23-Feb-2027"
"769HUDCO31","N9","Regular","-","-","1,140.00","0.44","917","0.10",,,"15-Mar-2031"
"865LTF26","NN",,"-","-","1,056.49","0.43","944","0.10",,,"-"
"764IRFC31","NO","Regular","7.64","1,000.00","1,160.00","0.43","822","0.10",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","22-Mar-2031"
"901NHB34","N6","Regular","9.01","5,000.00","6,430.00","-0.29","147","0.09",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","13-Jan-2034"
"865IIFL28","NS","Regular","8.65","1,000.00","980.00","0.31","933","0.09",,"CRISIL AA Stable / ICRA AA  Stable","24-Jan-2028"
"892PFCL33","N8","Regular","-","-","1,270.00","-0.36","550","0.07",,,"16-Nov-2033"
"985ECL28","NK","Regular","9.85","1,000.00","1,065.00","-0.09","649","0.07",,"CRISIL AA STABLE / ICRA AA STABLE","06-Aug-2028"
"753IRFC30","NJ","Regular","7.53","1,000.00","1,137.00","-0.26","577","0.07",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2030"
"10NIDO26","N6","Regular","10.00","1,000.00","992.50","0.34","634","0.06",,"CARE AA Stable / ICRA AA Stable / BWR AA+ stable","19-Jul-2026"
"812REC27","NI","Regular","-","-","1,040.50","0.11","600","0.06",,,"27-Mar-2027"
"930APMD32","N0",,"-","-","1,03,315.30","0.07","6","0.06",,,"-"
"9SCL26BA","NA",,"-","-","1,042.00","-","591","0.06",,,"-"
"10IIFL28A","NE","Regular","10.00","1,000.00","1,002.07","-0.13","604","0.06",,"CRISIL AA Negative / BWR AA+ Negative","24-Jun-2028"
"876HUDCO28","ND","Regular","-","-","1,154.00","-0.35","505","0.06",,,"25-Oct-2028"
"738REC27TF","N2","Regular","7.38","1,000.00","1,082.02","-0.27","512","0.06",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","19-Dec-2027"
"M&MFIN","N3","Regular","-","-","2,190.00","-","250","0.05",,,"06-Jun-2026"
"865TCAPS27","N8",,"-","-","1,092.00","0.18","491","0.05",,,"-"
"729NHAI26","NC","Regular","7.29","1,000.00","1,061.55","-0.32","407","0.04",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","09-Mar-2026"
"915SCL26","NE",,"-","-","1,043.15","0.79","401","0.04",,,"-"
"935TSIIC28","N0",,"-","-","1,01,695.55","0.07","4","0.04",,,"-"
"880IREDA34","N6","Regular","8.80","1,000.00","1,255.00","0.55","306","0.04",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2034"
"842IIFL26","NL","Regular","8.42","1,000.00","982.00","-0.30","388","0.04",,"CRISIL AA Stable/ BWR AA+ Negative","14-Oct-2026"
"96IIFL28A","NF","Regular","9.60","1,000.00","985.00","-0.45","380","0.04",,"CRISIL AA Negative / BWR AA+ Negative","24-Jun-2028"
"830NHAI27","N2","Regular","8.30","1,000.00","1,105.00","-0.09","314","0.03",,"CRISIL AAA STABLE / CARE AAA / IND AAA STABLE ","25-Jan-2027"
"840CIFCL28","N4","Regular","8.40","1,000.00","1,031.00","2.46","300","0.03",,"ICRA AA+","04-May-2028"
"957NIDO26","N5","Regular","9.57","1,000.00","990.60","2.12","313","0.03",,"CARE AA Stable / ICRA AA Stable / BWR AA+ stable","19-Jul-2026"
"739NHAI26","N8","Regular","7.39","1,000.00","1,028.00","0.19","300","0.03",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","11-Jan-2026"
"96SFIL24A","NB",,"-","-","959.00","-2.63","315","0.03",,,"-"
"9PCHFL31A","NA","Regular","9.00","1,000.00","1,002.00","0.31","300","0.03",,"CARE AA / ICRA AA ","23-Jul-2031"
"76IGT26","ND","Regular","7.60","1,000.00","992.25","0.13","300","0.03",,"IND AAA Stable / CRISIL AAA Stable","06-May-2026"
"935PEL33","N3","Regular","9.35","1,000.00","1,089.00","0.83","270","0.03",,"AA/Stable, AA/Stable","03-Nov-2033"
"897MOFSL29","N4","Regular","8.97","1,000.00","1,015.00","-","283","0.03",,"CRISIL AA Stable / FITCH AA Stable","09-May-2029"
"1015ECL29","NR","Regular","10.15","1,000.00","1,002.00","0.19","256","0.03",,"CRISIL AA STABLE / ICRA AA","04-Jan-2029"
"891IIFCL34","N4","Regular","-","-","1,268.00","-0.55","200","0.03",,,"22-Jan-2034"
"898LTF29","N7","Regular","8.98","1,000.00","1,070.55","-","221","0.02",,"FITCH AA+","13-Mar-2029"
"885IHL26","N1","Regular","8.85","1,000.00","1,012.00","0.08","217","0.02",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2026"
"965AEL27","N4","Regular","9.65","1,000.00","1,089.40","0.07","203","0.02",,"CARE A+","12-Sep-2027"
"1060ECL29","NS","Regular","10.60","1,000.00","1,098.00","4.67","200","0.02",,"CRISIL AA STABLE / ICRA AA","04-Jan-2029"
"1003ISFL28","N4","Regular","10.03","1,000.00","1,005.00","-0.14","218","0.02",,"CRISIL AA-Positive /ACUITE AA- Stable","21-Dec-2028"
"97SFL29","YZ","Regular","9.70","1,000.00","1,089.80","-","200","0.02",,"CRISIL AA+ STABLE /  IND AA+ STABLE","06-Feb-2029"
"79NHIT35","N1","Regular","7.90","300.00","314.79","-0.06","696","0.02",,"CARE AAA Stable / IND AAA/Stable","24-Oct-2035"
"84CIFCL28","NA","Regular","8.40","1,000.00","1,070.80","0.26","200","0.02",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Aug-2028"
"94SFL28","YL","Regular","9.40","1,000.00","1,042.60","-0.23","205","0.02",,"CRISIL AA+ STABLE /  IND AA+ STABLE","12-Jul-2028"
"903SFL28","YI","Regular","9.03","1,000.00","1,035.00","0.17","200","0.02",,"CRISIL AA+ STABLE /  IND AA+ STABLE","12-Jul-2028"
"930APMD28","N0",,"-","-","1,02,500.00","-0.06","2","0.02",,,"-"
"820IIFL27","N9","Regular","8.20","1,000.00","969.00","-","205","0.02",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2027"
"875PCHFL26","N8","Regular","8.75","1,000.00","1,000.00","-6.46","135","0.01",,"CARE AA / ICRA AA ","23-Jul-2026"
"82HUDCO27","N2","Regular","8.20","1,000.00","1,070.00","0.14","124","0.01",,"CARE AA+ / IND AA+","05-Mar-2027"
"901HUDCO34","NE","Regular","-","-","1,280.00","-0.78","100","0.01",,,"13-Jan-2034"
"1025SCL34B","N1","Regular","10.25","1,000.00","991.00","-","127","0.01",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2034"
"764NABAR31","N2","Regular","-","-","1,117.00","0.08","110","0.01",,,"23-Mar-2031"
"9MMFSML","N2",,"-","-","1,010.10","0.01","115","0.01",,,"-"
"885MOFSL26","N0","Regular","8.85","1,000.00","1,011.05","-0.68","110","0.01",,"CRISIL AA Stable / FITCH AA Stable","09-May-2026"
"SCLZC26","NB",,"-","-","2,077.00","-0.05","50","0.01",,,"-"
"930APMD30","N0",,"-","-","1,02,948.10","0.06","1","0.01",,,"-"
"96IIFL28","N5","Regular","9.60","1,000.00","980.00","-","96","0.01",,"CRISIL AA Stable / BWR AA+  Negative","03-Nov-2028"
"1050UCL28","NH","Regular","10.50","1,000.00","1,010.00","-0.53","92","0.01",,"IND A+/ Stable","24-Oct-2028"
"105IIFL29","N7","Regular","10.50","1,000.00","994.00","-17.99","91","0.01",,"CRISIL AA STABLE / ICRA AA STABLE / BWR AA+ STABLE","07-Feb-2029"
"762NTPC35F","ND","Regular","7.62","1,000.00","1,206.15","0.01","70","0.01",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2035"
"925ERFL28","N6","Regular","9.25","1,000.00","980.00","0.51","75","0.01",,"CRISIL AA STABLE / ICRA AA STABLE","22-Mar-2028"
"91MOFSL27","N2","Regular","9.10","1,000.00","1,021.00","0.54","70","0.01",,"CRISIL AA Stable / FITCH AA Stable","09-May-2027"
"892NHPC33","N6","Regular","8.92","1,000.00","1,250.00","-0.08","56","0.01",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2033"
"888NHB29","N5","Regular","8.88","5,000.00","5,702.00","1.07","11","0.01",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","13-Jan-2029"
"879NHPC28","N5","Regular","8.79","1,000.00","1,132.00","-","50","0.01",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2028"
"943ECL28","NJ","Regular","9.43","1,000.00","973.63","0.17","52","0.01",,"CRISIL AA STABLE / ICRA AA STABLE","06-Aug-2028"
"704IRFC26","NL","Regular","7.04","1,000.00","1,100.00","-","44","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","22-Mar-2026"
"1075SCL33","YK",,"-","-","1,016.00","-0.10","40","-",,,"-"
"925SCL26F","N1","Regular","9.25","1,000.00","965.00","-0.01","40","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"925SCL27B","N1","Regular","9.25","1,000.00","960.00","-1.94","39","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2027"
"890SFIL23A","NZ",,"-","-","576.01","-3.68","65","-",,,"-"
"891NTPC33","N6","Regular","8.91","1,000.00","1,275.00","-","29","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2033"
"89IHFL29","N1","Regular","8.90","1,000.00","961.00","-1.13","36","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2027"
"880IREDA29","N5","Regular","8.80","1,000.00","1,139.99","1.25","30","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2029"
"830PFCL27","N5","Regular","-","-","1,105.00","0.45","30","-",,,"01-Feb-2027"
"910TCAP28","NA",,"-","-","1,121.40","0.13","29","-",,,"-"
"948SCL26A","NN",,"-","-","675.00","-","37","-",,,"-"
"743REC35","NH","Regular","-","-","1,173.00","-2.25","21","-",,,"05-Nov-2035"
"1003SFIL28","NX",,"-","-","581.01","-","40","-",,,"-"
"SCLZC25F","Y5",,"-","-","1,125.00","-","20","-",,,"-"
"732IRFC25","NI","Regular","7.32","1,000.00","1,061.21","-0.17","20","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2025"
"875IIFL26A","NQ","Regular","8.75","1,000.00","1,025.20","-0.04","20","-",,"CRISIL AA Stable / ICRA AA  Stable","24-Jan-2026"
"10NFL25","N9","Regular","10.00","1,000.00","1,000.00","0.19","20","-",,"CRISIL A/Stable","13-Sep-2025"
"960IIFLS26","N9","Regular","9.60","1,000.00","990.00","1.01","20","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2026"
"865IFL28","NZ","Regular","8.65","1,000.00","962.00","0.08","20","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2028"
"872MMFSL26","N1","Regular","-","-","1,010.00","0.90","19","-",,,"06-Jun-2026"
"1025NFL25","N5","Regular","10.25","1,000.00","999.90","-0.01","16","-",,"CRISIL A Stable","18-Oct-2025"
"737NTPC35C","NA","Regular","7.37","1,000.00","1,429.00","19.37","11","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2035"
"0MOFSL27","N3","Regular","-","1,000.00","1,090.00","0.93","10","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2027"
"9PEL25","N0","Regular","9.00","1,000.00","1,050.00","-0.93","10","-",,"AA/Stable, AA/Stable","03-Nov-2025"
"960ISFL25","N1","Regular","9.60","1,000.00","1,043.50","0.16","10","-",,"CRISIL AA-Positive /ACUITE AA- Stable","21-Dec-2025"
"888IHFL25F","NC","Regular","8.40","1,000.00","1,041.00","0.10","10","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2025"
"SCL25924A","N1","Regular","-","1,000.00","1,040.00","-","10","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"965SCL25B","Y1",,"-","-","1,033.20","-","10","-",,,"-"
"1025IIFL30","Y3","Regular","10.25","1,000.00","1,031.00","3.10","10","-",,"CRISIL AA/ Stable & ICRA AA/ Stable ","21-Apr-2030"
"79IGT28","NF","Regular","7.90","1,000.00","1,005.00","-","10","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2028"
"960CAGL25","N3","Regular","9.60","1,000.00","1,002.00","0.70","10","-",,"IRR AA-/Stable","23-Nov-2025"
"888ERFL28","N5","Regular","8.88","1,000.00","955.00","0.32","10","-",,"CRISIL AA STABLE / ICRA AA STABLE","22-Mar-2028"
"79NHIT40","N2","Regular","7.90","300.00","312.00","-","28","-",,"CARE AAA Stable / IND AAA/Stable","14-Nov-2040"
"1075UCL25","N9","Regular","10.75","1,000.00","1,032.00","-1.53","8","-",,"FITCH A/Stable","27-Aug-2025"
"921ISFL25","N0",,"-","-","989.00","-0.10","7","-",,,"-"
"79NHIT47","N3","Regular","7.90","400.00","419.70","-0.04","14","-",,"CARE AAA Stable / IND AAA/Stable","14-Nov-2047"
"1015UCL26","N1","Regular","10.15","1,000.00","998.00","1.27","5","-",,"IND A+/ Stable","24-Apr-2026"
"10UCL26","ND","Regular","10.00","1,000.00","982.05","-","5","-",,"IND A+/ Stable","24-Oct-2026"
"848NTPC28","N2","Regular","8.48","1,000.00","1,130.10","-3.16","2","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2028"
"AEL120924A","N5","Regular","-","1,000.00","1,080.00","-0.46","2","-",,"CARE A+","12-Sep-2027"
"736NTPC25D","NB","Regular","7.36","1,000.00","1,064.79","1.22","2","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2025"
